timestamp,transaction_id,product_type,details,amount,price,total_value
2024-09-11,7U1PA2T7ZU68AW7NATE7,snacks,,1,7,7
2024-09-11,CH8VO57FZZRUSVK1DHFC,ticket,2024_20C_017_125,3,10,30
2024-09-11,AWXSUYPH4KCG51G6T5F2,ticket,2024_20C_017_125,2,13,26
2024-09-11,GCQ7U1TTUD5ZSH95C12S,snacks,,3,6,18
2024-09-11,JGHO59K0YYDED7SZ9U6D,ticket,2024_20C_017_125,1,10,10
2024-09-11,XHXH4A608W5QKKHGDFUN,ticket,2024_20C_017_125,2,12,24
2024-09-11,3CGSYWAD6D8RWC3YZ7VG,ticket,2024_20C_017_125,4,14,56
2024-09-11,B12Z1AEH6AQGDGFJEJQ7,ticket,2024_20C_017_125,1,14,14
2024-09-11,3P7US1GEBL8UEJ917A1U,ticket,2024_20C_017_125,1,13,13
2024-09-11,SYLLUYIVQWONE9H8NOU2,ticket,2024_20C_017_125,2,12,24
2024-09-11,TF5F87XYIAE5RN5O2CKQ,ticket,2024_20C_017_125,2,13,26
2024-09-11,HLGZT7F8MH0EUQY04XHD,ticket,2024_20C_017_125,4,9,36
2024-09-11,2NT9T2L7UG14XIT2OV61,ticket,2024_20C_017_125,4,11,44
2024-09-11,DDETN18B4OB3OIO5AQN1,ticket,2024_20C_017_125,2,10,20
2024-09-11,3Y6ZQ32QE3SO2FM55SAB,ticket,2024_20C_017_125,5,10,50
2024-09-11,9MBVV9RGN7HMYHPW1LIY,ticket,2024_20C_017_125,3,13,39
2024-09-11,MWRRZFSWJ51WK5YM8TA8,ticket,2024_20C_017_125,1,9,9
2024-09-11,EC82D6CTF7QPC3L20J04,snacks,,1,6,6
2024-09-11,RW27OX01U3OAXLAZH6MH,ticket,2024_20C_017_125,2,10,20
2024-09-11,OT1VL0O7SGT6FQKXEFQX,drinks,,1,8,8
2024-09-11,8WTQI0W6TX5UBRT4BNGC,drinks,,2,8,16
2024-09-11,LOJOWIH9IRQXG1SMTR3F,ticket,2024_20C_017_125,2,9,18
2024-09-11,M3RTVIEBG0KLR2EVRX7R,drinks,,1,5,5
2024-09-11,PU5D5RYKWEQGH8XWTQTJ,snacks,,1,10,10
2024-09-11,FF7TJ1ACZOL42VDQ1U5B,ticket,2024_20C_017_125,4,10,40
2024-09-11,KEKSMWDD8JLQI1CEJTW9,snacks,,3,9,27
2024-09-11,QVQPHNZHLTILVIPR6UQ1,ticket,2024_20C_017_125,2,11,22
2024-09-11,RJIU8YR229WSU5J3F9EX,snacks,,2,9,18
2024-09-11,KI5KTPF2OEXCCHL8N3KR,ticket,2024_20C_017_125,4,15,60
2024-09-11,BZ684QLQ81YVP4DO6WKX,ticket,2024_20C_017_125,2,8,16
2024-09-11,LELFCA9M1F72CKRKY63Q,ticket,2024_20C_017_125,3,10,30
2024-09-11,MKAKNS8C960CS063F0EW,ticket,2024_20C_017_125,3,15,45
2024-09-11,QTILLA4FZ9KLH16DR3S9,snacks,,2,9,18
2024-09-11,PL0CU49TJNORASA2876F,ticket,2024_20C_017_125,5,14,70
2024-09-11,PUSJ61RHHKSPDQ3QXY97,drinks,,3,7,21
2024-09-11,G1GO0VTF6DI2VHZV338U,ticket,2024_20C_017_125,4,14,56
2024-09-11,87G7IQGB4V4SLW4U3FJ6,drinks,,2,10,20
2024-09-11,NVX92E6JE970N3DRULTR,ticket,2024_20C_017_125,1,8,8
2024-09-11,4Z2O9KF5ZR8SBQJ8LMFC,ticket,2024_20C_017_125,4,13,52
2024-09-11,5OLWJID0M7NH9ZT2MNF6,ticket,2024_20C_017_125,5,14,70
2024-09-11,Q66ICLC738S5GEO2Y8PC,ticket,2024_20C_017_125,2,12,24
2024-09-11,DZIOBR90JW16UBRF0J3Y,ticket,2024_20C_017_125,3,13,39
2024-09-11,9D34LVK1XKIMIW6K5ZO4,ticket,2024_20C_017_125,4,13,52
2024-09-11,VBH1AD2WO50U2RF66KTQ,ticket,2024_20C_017_125,1,8,8
2024-09-11,USNRFD2IZ8PTB59FLYU6,ticket,2024_20C_017_125,3,13,39
2024-09-11,9TY1OVMPOZV9ZU0DIEQM,ticket,2024_20C_017_125,5,8,40
2024-09-11,49ID7AULSSX46SU3Y4EP,ticket,2024_20C_017_125,5,11,55
2024-09-12,9EDLCNYPS9692B6I3QMD,snacks,,2,10,20
2024-09-12,6D3BCBRHMMBDP1RT5BLJ,ticket,2024_20C_017_125,2,15,30
2024-09-12,H1ESZ00C3NVIFJ8GKG6K,ticket,2024_20C_017_125,1,14,14
2024-09-12,91VAXLYTELXYYA3OQ0T7,ticket,2024_20C_017_125,5,14,70
2024-09-12,V006R2CZ2DEO0R8TK2LJ,ticket,2024_20C_017_125,1,13,13
2024-09-12,ROO5D9ANK2HWK0VD49XH,ticket,2024_20C_017_125,5,12,60
2024-09-12,E3UK7TNCP9I89B2XUNM5,ticket,2024_20C_017_125,3,15,45
2024-09-12,NDRGOC07G6MTPWG193GT,ticket,2024_20C_017_125,4,8,32
2024-09-12,Q8FV30ZIYSXL6Z6TK4Z9,drinks,,1,10,10
2024-09-12,4R3J1C0VD65EXE4CGS20,ticket,2024_20C_017_125,2,12,24
2024-09-12,KWN7UHVVPTKV7NGHNHTO,popcorn,,1,5,5
2024-09-12,DBVHSRMCDJ1FO8APYB4B,ticket,2024_20C_017_125,5,8,40
2024-09-12,C8BF6RKWFEM8AJNHKQ82,drinks,,1,10,10
2024-09-12,QWCXWF0X4CHVRTJFUZEB,ticket,2024_20C_017_125,2,15,30
2024-09-12,PACQEJ1MSZ6SOJ4W4H5Y,ticket,2024_20C_017_125,4,12,48
2024-09-12,L4ZVI90T7EPIKW0FPFEI,ticket,2024_20C_017_125,3,11,33
2024-09-12,2SYKO4TUDPWP665I0XNB,ticket,2024_20C_017_125,4,10,40
2024-09-12,JITOFQ1ZN7C59XH5XU5Q,ticket,2024_20C_017_125,3,10,30
2024-09-12,5VL7I94KH601XD0OEQ38,ticket,2024_20C_017_125,3,14,42
2024-09-12,GP97RWNZ49CPCMGP3LE9,ticket,2024_20C_017_125,5,9,45
2024-09-12,NZUPDECU4XGIAXI0X8P4,ticket,2024_20C_017_125,2,11,22
2024-09-12,CG5GEA2ZT5J6YWGNY3QU,ticket,2024_20C_017_125,1,14,14
2024-09-12,YEYUNYISAD4FFCPFONOK,popcorn,,2,9,18
2024-09-12,F0YOSF4W5BPTRPP9Q7CA,snacks,,1,9,9
2024-09-12,BKOQMSEEPWYKBR24K1QI,popcorn,,2,8,16
2024-09-12,40N3E4QW3RLCU1JB3NA2,ticket,2024_20C_017_125,5,9,45
2024-09-12,TRNCHGPYNANAMH8Y433G,drinks,,3,6,18
2024-09-12,HSEV8Z10Y03KWZVKUYN6,ticket,2024_20C_017_125,1,8,8
2024-09-12,FD08RV1968SDLK11S9QA,snacks,,3,8,24
2024-09-12,8I7WCZ9QMV48M8FDWY8J,drinks,,3,8,24
2024-09-12,R01LRYYJRMPDZMEDXSYI,drinks,,1,8,8
2024-09-12,YV21XJY7LZ9T83GHKTXG,ticket,2024_20C_017_125,3,8,24
2024-09-12,A4KE2J5Y68GVZHPACDID,ticket,2024_20C_017_125,3,13,39
2024-09-12,CISVFVH4DA5X3340CNFR,ticket,2024_20C_017_125,3,13,39
2024-09-12,ZARCF1G3JTQ7HIYTF2XG,snacks,,2,9,18
2024-09-12,XHK3LUH9IRUCW9XNSJEQ,ticket,2024_20C_017_125,4,8,32
2024-09-12,SZ6F313K1TEQKAQNVMMC,ticket,2024_20C_017_125,2,15,30
2024-09-12,69D3VIXE58055SXSFW8X,ticket,2024_20C_017_125,1,14,14
2024-09-12,P52UOK5BMSAMOTHEC658,ticket,2024_20C_017_125,5,11,55
2024-09-12,KAZI8233WGK85NX138I0,ticket,2024_20C_017_125,1,12,12
2024-09-12,9AHPTYUOF3MUS09D8SYI,ticket,2024_20C_017_125,4,15,60
2024-09-12,EQ06UKD8ORCGYTK1FMOM,ticket,2024_20C_017_125,3,10,30
2024-09-12,FF7L9H897EDR4H34R9LG,ticket,2024_20C_017_125,4,14,56
2024-09-12,KTBY6U4J1LWTLU2PW72Z,ticket,2024_20C_017_125,3,12,36
2024-09-12,0H6RQAHA6YXGDXG1WNX5,ticket,2024_20C_017_125,5,13,65
2024-09-12,REHPUL9JAZP5LCWXG7BP,ticket,2024_20C_017_125,2,13,26
2024-09-12,JBXDY3W453633CXSX5I2,ticket,2024_20C_017_125,4,12,48
2024-09-12,PE08IU4H4SAMRKTTLHNQ,ticket,2024_20C_017_125,1,12,12
2024-09-12,1JERJKENATIZBGNLUU94,ticket,2024_20C_017_125,3,11,33
2024-09-12,FAJF50DTWHFIM8LHENX0,snacks,,3,10,30
2024-09-12,1TFO12J5Q9DUOQMUJ7NY,drinks,,3,7,21
2024-09-12,ZB2HK7JI1TTSNCX0UCO5,popcorn,,1,6,6
2024-09-12,JHB2Y2KFNY8PWQXLQAIQ,snacks,,3,7,21
2024-09-12,6GEFXCAYKPUI3PIUMGAN,ticket,2024_20C_017_125,4,15,60
2024-09-12,RV6CY4FQJIKB2N64ASIB,popcorn,,1,5,5
2024-09-12,BS0YS0C8SASXY2A8AMMP,ticket,2024_20C_017_125,2,12,24
2024-09-12,IM8VXVUTBG5VV7H3T2D0,ticket,2024_20C_017_125,2,13,26
2024-09-12,BZBQABLVQG0SXDYZOYAU,ticket,2024_20C_017_125,1,12,12
2024-09-12,UZT256RREDXLUNN9NB5J,ticket,2024_20C_017_125,4,9,36
2024-09-12,NN0FPO8ZE9MGDNAWHELQ,ticket,2024_20C_017_125,4,12,48
2024-09-12,B84KIU0F7M19WMTXI3W1,drinks,,2,8,16
2024-09-12,JQTO8PIBBFYFP869158X,ticket,2024_20C_017_125,1,15,15
2024-09-12,KMY35RG212376KZWXAHK,ticket,2024_20C_017_125,4,10,40
2024-09-12,3BXWPRE3DRNPN9KV4HFJ,ticket,2024_20C_017_125,1,14,14
2024-09-12,O6HMRAWR24EME5I2YZT0,snacks,,3,8,24
2024-09-12,84G9NO2BOFKWYFGHNWSW,ticket,2024_20C_017_125,3,15,45
2024-09-12,FPQ9O63RM4V76C7B12FM,ticket,2024_20C_017_125,4,14,56
2024-09-12,QSJIBF8GYWCW5C5MR34H,ticket,2024_20C_017_125,5,10,50
2024-09-12,SQRHDQ9FNJDAO9S9H6TQ,ticket,2024_20C_017_125,5,10,50
2024-09-12,NSZJX7OJXXT7R9NOXW9L,ticket,2024_20C_017_125,5,12,60
2024-09-12,JGIBQMWME0XWUCYVYD3D,ticket,2024_20C_017_125,5,12,60
2024-09-12,D5JNWXDJQRO8LP0APJY8,ticket,2024_20C_017_125,1,9,9
2024-09-12,77CVQ04ELW9FPDY2CIPF,ticket,2024_20C_017_125,4,10,40
2024-09-12,DLZ3WQ7P02SE0MJ70KTN,ticket,2024_20C_017_125,3,10,30
2024-09-12,BNFG3N3EXK5CG445TX8W,ticket,2024_20C_017_125,2,11,22
2024-09-12,PO6QOK4Z6QNJH51QRRZ3,ticket,2024_20C_017_125,2,12,24
2024-09-12,RLO1J0PGX5AF32SYLV2F,ticket,2024_20C_017_125,1,13,13
2024-09-12,3E0CKO49X74H2EE7PVG2,ticket,2024_20C_017_125,5,13,65
2024-09-12,SC5I0G4CU8LM5VZA7HN7,ticket,2024_20C_017_125,5,12,60
2024-09-12,TR40JUUIP14LQL3XO5GP,snacks,,1,9,9
2024-09-12,TMRQRQ6OGSKAGM1RPL0B,ticket,2024_20C_017_125,4,11,44
2024-09-12,HWSZSVSCTD6N1L9X4MSI,ticket,2024_20C_017_125,2,12,24
2024-09-12,MNKVCOZUXW5S7C1DD3IV,ticket,2024_20C_017_125,4,9,36
2024-09-12,LB7S3LV40ULKS6W0GXZC,popcorn,,3,10,30
2024-09-12,SRXP4EPDSHR293O9WB3B,popcorn,,2,8,16
2024-09-12,AFX3L5Y65KLTCHPJV8UH,ticket,2024_20C_017_125,2,8,16
2024-09-12,VYH459EFA27PDWGAYU1I,ticket,2024_20C_017_125,4,13,52
2024-09-12,QK7ILUX5M69MQ6FMTQLX,ticket,2024_20C_017_125,5,12,60
2024-09-12,9WLUIGWMTLFNBPSDN28C,ticket,2024_20C_017_125,2,8,16
2024-09-12,1BRJO1LW0WJUSQT8WSOH,ticket,2024_20C_017_125,3,13,39
2024-09-12,OIKZ09RWQT9K1805RLX4,ticket,2024_20C_017_125,3,11,33
2024-09-12,EL9A7UT7HMDM50ZLF3EP,ticket,2024_20C_017_125,4,10,40
2024-09-12,RLOLV9TXM0PKWUO4VS85,ticket,2024_20C_017_125,4,11,44
2024-09-12,EUY8WK5JUK8VFY62X08C,ticket,2024_20C_017_125,2,12,24
2024-09-12,46A2PAWG2MW61OS1VVNC,ticket,2024_20C_017_125,5,8,40
2024-09-12,KGTQTKCTHGJ3JVM08TQF,snacks,,3,10,30
2024-09-12,B2AT29AORWGYHL2V7EJT,ticket,2024_20C_017_125,2,9,18
2024-09-12,RJYF35P7WDRSFTZYFXKE,ticket,2024_20C_017_125,4,10,40
2024-09-12,F9YAJTJAP9TPIRM2TBFQ,ticket,2024_20C_017_125,4,10,40
2024-09-12,JZK34FZK2SNL8RSS4JQK,ticket,2024_20C_017_125,1,10,10
2024-09-12,BP7BESTTQDB45H7LBWGK,ticket,2024_20C_017_125,3,15,45
2024-09-12,PU4IJVC3MH33IJMBT3S5,snacks,,2,10,20
2024-09-12,LR9SBLKOTW88N6XWITI1,ticket,2024_20C_017_125,4,13,52
2024-09-12,TDCB7658F9G0ITLOHCMU,ticket,2024_20C_017_125,2,12,24
2024-09-12,7QYRCQ8DMYU1GFP79TL9,ticket,2024_20C_017_125,3,14,42
2024-09-12,89VOUB85VCG8KHB7GG1O,ticket,2024_20C_017_125,2,8,16
2024-09-12,5H5H7C8FPNIE156PNF7Y,ticket,2024_20C_017_125,3,8,24
2024-09-12,Z8SBRH8K35UFYK8AD10L,ticket,2024_20C_017_125,3,11,33
2024-09-12,BAX7TVS667XV9ZKCH73C,ticket,2024_20C_017_125,2,8,16
2024-09-12,OETRWY9M7XXZBHGCYF9Q,ticket,2024_20C_017_125,4,15,60
2024-09-12,87UOV4MGRG8QREJJZGS9,ticket,2024_20C_017_125,2,14,28
2024-09-12,J15RL65EP8C2I1YBKKT0,popcorn,,3,6,18
2024-09-12,R09FB5QOPY7ZNUM4NZTX,ticket,2024_20C_017_125,2,9,18
2024-09-12,JY6ZSZO99LUBA5WBU6KA,ticket,2024_20C_017_125,5,15,75
2024-09-12,GTEZNK6XS8ST26CUYFYA,ticket,2024_20C_017_125,1,9,9
2024-09-12,63K3S8WY66HTJS9PNAI7,popcorn,,3,5,15
2024-09-12,UTM49Y4U5MDY0N873852,drinks,,3,8,24
2024-09-12,ODQNF591V2U4SZ7S8LFK,popcorn,,2,5,10
2024-09-12,0CDOSYN0BSU8X7XWM5TD,ticket,2024_20C_017_125,3,12,36
2024-09-12,EZUHFOQ3QY21J7IMKSFI,ticket,2024_20C_017_125,1,15,15
2024-09-12,6PKP6CMOHJR5OASXSJ4J,drinks,,1,6,6
2024-09-12,1PS5WW27N1RPGP7CI4PX,ticket,2024_20C_017_125,3,13,39
2024-09-12,HMUXGEQQU9JQGHKD8OLA,ticket,2024_20C_017_125,4,13,52
2024-09-12,FGCC5F5LTHTICCZ38I5Q,ticket,2024_20C_017_125,4,11,44
2024-09-12,1Y5BK4B3AJRWBBB6T7H2,ticket,2024_20C_017_125,2,12,24
2024-09-12,YR2MKB6GB7WACDKAPUKH,ticket,2024_20C_017_125,3,10,30
2024-09-12,UA1SDDDAK3XC5K1BRZVB,ticket,2024_20C_017_125,2,15,30
2024-09-12,14AZ83GKSZ5BR4W8H7HB,ticket,2024_20C_017_125,5,14,70
2024-09-12,AXPED06A6Z388LI57BFO,ticket,2024_20C_017_125,2,9,18
2024-09-12,GJUPSE9MF4R27KH0GOHQ,popcorn,,2,7,14
2024-09-12,VVBWQIS5L4WM9HARCNLD,ticket,2024_20C_017_125,3,13,39
2024-09-12,OHYOZQIUHENXO6C5IYWT,ticket,2024_20C_017_125,1,12,12
2024-09-12,378CT27O65M4EEXT2PH5,popcorn,,3,8,24
2024-09-12,2B1LQEJSMX88IOFLLQJH,ticket,2024_20C_017_125,4,13,52
2024-09-12,T7KA4DRNRS75O2EKCE3N,ticket,2024_20C_017_125,2,13,26
2024-09-12,ZGY022AE7SXQZJ78YJNU,ticket,2024_20C_017_125,1,12,12
2024-09-12,2YVYI6DS3XNKOVIJXHJ8,ticket,2024_20C_017_125,1,15,15
2024-09-12,IVIXWLW61PNO32GMZJIE,ticket,2024_20C_017_125,2,13,26
2024-09-12,BHVG4HV5DPQXUELAL7ON,popcorn,,2,10,20
2024-09-12,DV49HKH5RGSWL8Q7CUEW,drinks,,1,6,6
2024-09-12,MIIWW8E17BNXJ1D31Q9Y,ticket,2024_20C_017_125,4,9,36
2024-09-12,GM5N6LKG444MVHAFP8H7,ticket,2024_20C_017_125,1,10,10
2024-09-12,2G5GQVZJX66X2X82FCJD,ticket,2024_20C_017_125,5,9,45
2024-09-12,78CA9BXRMZ3ND9UBYXV6,ticket,2024_20C_017_125,5,11,55
2024-09-12,FRYGHDYLXWOK0YUURX3Q,ticket,2024_20C_017_125,5,14,70
2024-09-12,SMRH4RAM64DNUSYUYMT4,ticket,2024_20C_017_125,2,12,24
2024-09-12,PD1BFFNMGSPQKT8L9TJ2,ticket,2024_20C_017_125,3,8,24
2024-09-12,4WT7GYJ75D2F1GFY8PEE,ticket,2024_20C_017_125,3,8,24
2024-09-12,Q2657ASTFYMSPGWEO6EW,ticket,2024_20C_017_125,1,13,13
2024-09-12,R2B90FJNLUGPGMS12OGF,ticket,2024_20C_017_125,1,9,9
2024-09-12,0SEC7CZBGHUXN25N4M0N,ticket,2024_20C_017_125,2,15,30
2024-09-12,KZN74HT8XPWC5WJZYA60,ticket,2024_20C_017_125,1,8,8
2024-09-12,QPMP9QTHTMVZWSRAJB9L,ticket,2024_20C_017_125,5,9,45
2024-09-12,9JEIFT7HQUIJNYT4DVWF,ticket,2024_20C_017_125,4,10,40
2024-09-12,PCYV7QLLB2W4QNSQFDQT,ticket,2024_20C_017_125,5,15,75
2024-09-12,R74BVGG2CM7XLGRVET6R,popcorn,,1,9,9
2024-09-12,MUM3DN784VHIYQ0NJAVS,ticket,2024_20C_017_125,3,14,42
2024-09-12,75CXG5K282LH6FNKKYN2,ticket,2024_20C_017_125,3,8,24
2024-09-12,92MCQC92V1ILCKT60OG3,ticket,2024_20C_017_125,2,9,18
2024-09-12,7CXVDYOUF4IT64YYCI8L,ticket,2024_20C_017_125,3,13,39
2024-09-12,KK3Q68QST22AJWUMEJ6C,ticket,2024_20C_017_125,3,11,33
2024-09-12,F74CHCV5IRKJMBKV67QQ,snacks,,3,10,30
2024-09-12,OAAMCN9MQH8J092WARBJ,ticket,2024_20C_017_125,3,13,39
2024-09-12,XESC2D82CSNT8MMU8WQF,ticket,2024_20C_017_125,5,11,55
2024-09-12,7GK5X0WSL3QOIAVMAOS3,ticket,2024_20C_017_125,1,10,10
2024-09-12,J5IN5S537ZD6A9LNOE4Q,popcorn,,1,6,6
2024-09-12,CPVCFSPQCZVDLAFL5G8N,ticket,2024_20C_017_125,3,14,42
2024-09-12,U315OFY4ZXVWCUNXG208,ticket,2024_20C_017_125,3,11,33
2024-09-12,XCZR4LA57YSJ84JHF3A5,ticket,2024_20C_017_125,2,15,30
2024-09-12,BXDEBRHESBQADK5K8U55,ticket,2024_20C_017_125,1,14,14
2024-09-12,FGDE02KA7WHNLMBSXHWJ,ticket,2024_20C_017_125,4,14,56
2024-09-12,6S7VDAF1RDTVFHH4SMVE,ticket,2024_20C_017_125,3,8,24
2024-09-12,TELBTD8GV67JBDI5KJW4,ticket,2024_20C_017_125,1,13,13
2024-09-12,2U2ZB358MKHX7B5AG3SX,ticket,2024_20C_017_125,3,12,36
2024-09-12,W8Z1FBL3W1F4LDVLSZ5L,popcorn,,3,8,24
2024-09-12,6GXPJA8R2XMUMWGFNSP5,ticket,2024_20C_017_125,3,9,27
2024-09-12,EMA4GFC85IGUFMSGXH2F,ticket,2024_20C_017_125,3,11,33
2024-09-12,HB959IC2RXXT2KMZI27I,ticket,2024_20C_017_125,1,13,13
2024-09-12,B76P7P76JYJWXW9SWI1M,ticket,2024_20C_017_125,4,12,48
2024-09-12,OLEVZY69X1P2YRDJ7MGU,ticket,2024_20C_017_125,1,15,15
2024-09-12,407C60UOLC0J3144SPZA,drinks,,3,6,18
2024-09-12,GD9E3AYLXZ0AI6JBY70W,ticket,2024_20C_017_125,4,9,36
2024-09-12,K28GWGBNY73T7E385QGG,ticket,2024_20C_017_125,5,9,45
2024-09-12,DVNEBUVX2BKMN71OIMSK,ticket,2024_20C_017_125,3,8,24
2024-09-12,8PZMB8Q2C1Y8R1UYTBPH,ticket,2024_20C_017_125,2,15,30
2024-09-12,OLG851U7K207J4MIGI7L,ticket,2024_20C_017_125,4,11,44
2024-09-12,BQ55H70NTYZELT8WK182,ticket,2024_20C_017_125,4,10,40
2024-09-12,HQI5H59QMIRDXYXCQ28A,ticket,2024_20C_017_125,1,9,9
2024-09-12,AU0SLCU30HX9KGAGT7K5,popcorn,,1,5,5
2024-09-12,RNJ7VA1BJUCNFA3IBWI8,ticket,2024_20C_017_125,4,14,56
2024-09-12,65TTH60F8NDDARQ9URBI,ticket,2024_20C_017_125,1,14,14
2024-09-12,QI9B4YXZDEQ709CYJ6ZT,ticket,2024_20C_017_125,3,10,30
2024-09-12,JUFWKP6OERG321VM45IN,ticket,2024_20C_017_125,2,14,28
2024-09-12,9SOQF6O126L9AG86NCII,ticket,2024_20C_017_125,4,10,40
2024-09-12,C8U7FOQIUGANZWKYQL5H,ticket,2024_20C_017_125,4,11,44
2024-09-12,0S08KLCNOTK4C8RCUXIL,ticket,2024_20C_017_125,2,14,28
2024-09-12,HIYTDYUN295NUX3PSJ1H,ticket,2024_20C_017_125,1,15,15
2024-09-12,Y84EJMCV7U9GNONZ5Z4W,ticket,2024_20C_017_125,2,11,22
2024-09-12,MUG2UI25DOSPUKJE73B7,ticket,2024_20C_017_125,4,15,60
2024-09-12,D98UV0ZXQDT9GROZCTRQ,drinks,,3,5,15
2024-09-12,988MZX7PAWALZPOJ24TM,ticket,2024_20C_017_125,4,9,36
2024-09-12,UVM5Z3U4FJY2DTPM4B4I,ticket,2024_20C_017_125,5,15,75
2024-09-12,94LE7VJ9KRZ7ONKGT9V7,ticket,2024_20C_017_125,3,11,33
2024-09-12,FGMM3XDYNRPSEHWETY48,drinks,,1,8,8
2024-09-12,T3D4OD3BF4IV77UG3W3P,ticket,2024_20C_017_125,4,14,56
2024-09-12,X99TT1FOK0T7K1PRGZX9,ticket,2024_20C_017_125,3,10,30
2024-09-12,VJNW23SEYRFH2XANCAG5,ticket,2024_20C_017_125,1,15,15
2024-09-12,YJT8EIZ4KT1BNHI3IYR1,ticket,2024_20C_017_125,1,15,15
2024-09-12,ROFOZORYX1P0R77JXMPM,ticket,2024_20C_017_125,1,11,11
2024-09-12,J49DVA2HLTZTXUCJ6I98,ticket,2024_20C_017_125,2,13,26
2024-09-12,J3Y47YYT436JIQ5D2RQN,ticket,2024_20C_017_125,3,12,36
2024-09-12,84SFXT9P6KAOE6EPD4CP,drinks,,3,9,27
2024-09-13,53Y63H6KR3DNW2KNO5LC,snacks,,2,7,14
2024-09-13,9W447AZQPY4YBA29QLX6,ticket,2024_20C_017_125,2,8,16
2024-09-13,7935WJ4ZACDLH6A0YPAI,ticket,2024_20C_017_125,1,11,11
2024-09-13,MG2C10OHJK1BHMQ9P3DI,ticket,2024_20C_017_125,4,15,60
2024-09-13,ESXGBNJM8BBVU8FCPM87,popcorn,,3,6,18
2024-09-13,M0L69E7NE7JELJQYQXW9,ticket,2024_20C_017_125,1,9,9
2024-09-13,0F1XF82Y0YCV5Z0GRG00,snacks,,1,5,5
2024-09-13,OPAYBRN2X9BGYAIVRF5M,ticket,2024_20C_017_125,1,10,10
2024-09-13,VK8DF3OUUUUV9SKJHL3S,drinks,,2,6,12
2024-09-13,1I0ZWSPB8BU0RHYEDJW7,ticket,2024_20C_017_125,1,11,11
2024-09-13,98NRFCZB7CQ1ZJX1A7Z1,snacks,,2,5,10
2024-09-13,GOZZQKU54AMBBL6M72O7,ticket,2024_20C_017_125,3,15,45
2024-09-13,L03X2J81Z5TJWSPZ4FKG,snacks,,3,9,27
2024-09-13,VH9T4RR2HXBVA0V0LYBD,ticket,2024_20C_017_125,4,13,52
2024-09-13,V4OTCCYVBJLTO9H7X1BQ,ticket,2024_20C_017_125,4,12,48
2024-09-13,7FC0HM4F4CBLKIUHIPUY,ticket,2024_20C_017_125,2,13,26
2024-09-13,0Q697ASFCZ2MVU48JBCS,drinks,,1,5,5
2024-09-13,W9UFFLZDJG8RVIM4RLF7,drinks,,3,6,18
2024-09-13,MEGTL9T0GLGFVLA06THD,ticket,2024_20C_017_125,5,13,65
2024-09-13,A5XVMTKU1YIGZUX1P7BX,popcorn,,3,6,18
2024-09-13,LUN1N959OFO2LGTL0Y99,ticket,2024_20C_017_125,4,12,48
2024-09-13,PZZBG9EON4SEHUA4CI8R,ticket,2024_20C_017_125,1,10,10
2024-09-13,JP77EWQWB29JF04T44KZ,ticket,2024_20C_017_125,3,10,30
2024-09-13,GYPN3ABQ3CXJ0Q02F89V,ticket,2024_20C_017_125,2,12,24
2024-09-13,SV0HOQKVQS5FX3ZJGAOF,ticket,2024_20C_017_125,5,11,55
2024-09-13,3NXMS28HTQTUG2JSF8IZ,drinks,,3,6,18
2024-09-13,GP6BQIUBRN748Q6AIUTE,ticket,2024_20C_017_125,2,14,28
2024-09-13,E47R89FZEQ2OXVAGPNFO,ticket,2024_20C_017_125,3,13,39
2024-09-13,65ME4K0H39S5TWUU8U74,ticket,2024_20C_017_125,3,15,45
2024-09-13,O87MYK9Y93NVFLVZ8GH5,ticket,2024_20C_017_125,1,14,14
2024-09-13,EF9D29E0Z1SGT7YRV7JZ,ticket,2024_20C_017_125,5,8,40
2024-09-13,KOI99PGP8DE97NBOLNTL,ticket,2024_20C_017_125,1,14,14
2024-09-13,J1MTZTYV4AKXGH0SAO75,ticket,2024_20C_017_125,2,8,16
2024-09-13,0W7NF6QEQ6I7L4TTOIR8,ticket,2024_20C_017_125,5,10,50
2024-09-13,FLERP8B3GS6QC7PB9582,ticket,2024_20C_017_125,2,8,16
2024-09-13,1DI1OOJGKEG909QVKXXO,ticket,2024_20C_017_125,4,15,60
2024-09-13,D9CV42DJ3PBHR677YW5Y,ticket,2024_20C_017_125,5,11,55
2024-09-13,7TJ64WD04TG2LWSB7YV4,ticket,2024_20C_017_125,1,12,12
2024-09-13,Y9DN4WVGB2PJY9ZZ5BD2,ticket,2024_20C_017_125,2,15,30
2024-09-13,FMF1CN7S62V3YF4LAQP5,ticket,2024_20C_017_125,5,8,40
2024-09-13,FZQTRE4SDVCRBEFEQTVF,ticket,2024_20C_017_125,3,9,27
2024-09-13,ZJQAFA4C2SBIE0CR0QP0,ticket,2024_20C_017_125,4,14,56
2024-09-13,E873H2WT1RTAU72F63JU,ticket,2024_20C_017_125,4,11,44
2024-09-13,WWBQ6EQL3TSFFK3E9JUG,ticket,2024_20C_017_125,5,8,40
2024-09-13,0IBUQMIJUKQQWNT7LNO2,ticket,2024_20C_017_125,4,9,36
2024-09-13,J9M12CCFKHDG8I53TAC8,drinks,,2,9,18
2024-09-13,X0Y2RQ60OX52LX7Q085D,ticket,2024_20C_017_125,5,11,55
2024-09-13,U6KEMXZ2K92RBS8C8RS3,ticket,2024_20C_017_125,5,14,70
2024-09-13,84QVWZFP9WZTU7FARZXO,popcorn,,1,10,10
